iter	Passed	Remaining
223	470	5834
224	472	5832
225	474	5830
226	477	5827
227	479	5824
228	481	5822
229	483	5819
230	485	5817
231	487	5815
232	489	5814
233	491	5812
234	493	5809
235	495	5807
236	497	5805
237	499	5802
238	502	5800
239	504	5804
240	506	5802
241	509	5807
242	512	5812
243	514	5808
244	516	5805
245	518	5804
246	520	5803
247	522	5796
248	524	5793
249	526	5791
250	528	5791
251	531	5790
252	533	5791
253	535	5785
254	537	5783
255	539	5780
256	541	5781
257	543	5780
258	545	5777
259	547	5774
260	550	5774
261	552	5772
262	554	5771
263	556	5770
264	558	5769
265	561	5766
266	563	5763
267	565	5763
268	567	5762
269	569	5759
270	571	5758
271	573	5755
272	575	5753
273	578	5753
274	580	5753
275	582	5750
276	585	5751
277	587	5754
278	589	5751
279	591	5749
280	594	5749
281	596	5747
282	598	5744
283	601	5753
284	603	5750
285	605	5748
286	608	5749
287	610	5746
288	612	5744
289	615	5748
290	617	5749
291	619	5747
292	622	5750
293	624	5747
294	626	5744
295	629	5746
296	631	5745
297	633	5746
298	636	5749
299	638	5746
300	640	5743
301	643	5746
302	645	5744
303	647	5744
304	650	5751
305	652	5748
306	655	5746
307	658	5751
308	660	5749
309	662	5746
310	665	5755
311	667	5752
312	669	5750
313	672	5752
314	674	5749
315	676	5747
316	679	5749
317	681	5750
318	683	5747
319	686	5750
320	688	5746
321	690	5744
322	693	5746
323	695	5746
324	697	5744
325	700	5747
326	702	5743
327	704	5737
328	706	5736
329	708	5731
330	710	5727
331	713	5731
332	715	5732
333	717	5729
334	719	5726
335	722	5728
336	724	5724
337	726	5722
338	730	5734
339	732	5731
340	734	5730
341	737	5728
342	739	5726
343	741	5723
344	744	5725
345	746	5722
346	748	5720
347	750	5721
348	752	5718
349	754	5710
350	756	5709
351	758	5706
352	761	5708
353	763	5706
354	765	5703
355	767	5700
356	770	5700
357	773	5705
358	775	5706
359	777	5704
360	779	5701
361	781	5695
362	783	5692
363	785	5691
364	787	5687
365	789	5679
366	791	5681
367	793	5678
368	795	5672
369	797	5669
370	800	5673
371	802	5669
372	804	5668
373	808	5678
374	812	5685
375	814	5684
376	816	5681
377	818	5678
378	820	5671
379	822	5668
380	824	5666
381	826	5664
382	828	5662
383	830	5660
384	833	5658
385	835	5656
386	837	5653
387	839	5650
388	841	5648
389	843	5645
390	845	5642
391	847	5640
392	849	5638
393	852	5635
394	854	5633
395	856	5631
396	858	5629
397	860	5622
398	862	5621
399	864	5619
400	866	5616
401	868	5613
402	870	5611
403	872	5608
404	874	5605
405	876	5603
406	879	5601
407	881	5599
408	883	5596
409	885	5594
410	888	5595
411	890	5592
412	892	5590
413	894	5587
414	896	5582
415	898	5579
416	900	5579
417	902	5577
418	905	5575
419	907	5573
420	909	5570
421	911	5567
422	913	5564
423	915	5563
424	917	5560
425	919	5558
426	922	5557
427	924	5554
428	926	5552
429	928	5550
430	930	5547
431	932	5544
432	934	5542
433	937	5540
434	939	5537
435	941	5535
436	943	5533
437	945	5530
438	947	5527
439	949	5525
440	951	5523
441	953	5520
442	956	5518
443	957	5514
444	960	5513
445	962	5510
446	964	5509
447	966	5506
448	969	5507
449	971	5507
450	974	5505
451	976	5502
452	978	5499
453	980	5499
454	982	5496
455	985	5498
456	987	5497
457	989	5494
458	991	5487
459	993	5488
460	996	5485
461	998	5483
462	1001	5487
463	1003	5484
464	1005	5482
465	1008	5482
466	1010	5479
467	1012	5477
468	1014	5476
469	1017	5477
470	1019	5474
471	1021	5473
472	1024	5470
473	1026	5468
474	1028	5465
475	1030	5466
476	1033	5467
477	1036	5466
478	1038	5464
479	1040	5461
480	1042	5459
481	1044	5459
482	1047	5456
483	1049	5457
484	1052	5456
485	1054	5454
486	1056	5451
487	1059	5451
488	1061	5448
489	1063	5447
490	1066	5450
491	1068	5448
492	1070	5445
493	1073	5445
494	1075	5443
495	1077	5441
496	1080	5443
497	1083	5442
498	1085	5440
499	1087	5439
500	1089	5436
501	1091	5433
502	1094	5434
503	1097	5434
504	1099	5431
505	1102	5434
506	1104	5431
507	1106	5428
508	1109	5428
509	1111	5427
510	1114	5427
511	1116	5425
512	1118	5422
513	1120	5421
514	1123	5420
515	1125	5418
516	1128	5418
517	1130	5417
518	1132	5414
519	1134	5412
520	1137	5412
521	1139	5409
522	1141	5407
523	1144	5407
524	1146	5404
525	1148	5401
526	1150	5399
527	1152	5396
528	1154	5394
529	1156	5391
530	1159	5389
531	1161	5387
532	1163	5385
533	1165	5382
534	1167	5379
535	1169	5377
536	1172	5377
537	1174	5374
538	1176	5372
539	1179	5371
540	1180	5367
541	1183	5365
542	1185	5362
543	1187	5360
544	1189	5357
545	1191	5355
546	1193	5353
547	1195	5349
548	1197	5347
549	1199	5344
550	1201	5342
551	1203	5339
552	1206	5336
553	1208	5334
554	1210	5331
555	1212	5329
556	1214	5327
557	1216	5324
558	1218	5321
559	1220	5318
560	1222	5316
561	1224	5312
562	1226	5309
563	1228	5308
564	1231	5305
565	1233	5302
566	1235	5300
567	1237	5298
568	1239	5295
569	1241	5293
570	1243	5291
571	1245	5288
572	1248	5286
573	1250	5284
574	1252	5281
575	1254	5278
576	1256	5276
577	1258	5274
578	1260	5272
579	1262	5269
580	1265	5267
581	1267	5265
582	1269	5262
583	1271	5260
584	1273	5258
585	1276	5258
586	1279	5260
587	1281	5257
588	1283	5255
589	1286	5253
590	1288	5253
591	1290	5250
592	1293	5249
593	1295	5246
594	1296	5241
595	1299	5240
596	1301	5238
597	1304	5237
598	1306	5235
599	1308	5233
600	1310	5230
601	1312	5228
602	1314	5224
603	1316	5222
604	1318	5220
605	1320	5217
606	1323	5216
607	1325	5213
608	1327	5211
609	1329	5209
610	1331	5206
611	1333	5203
612	1335	5202
613	1338	5199
614	1340	5197
615	1342	5195
616	1344	5192
617	1346	5190
618	1348	5187
619	1350	5185
620	1352	5180
621	1354	5177
622	1356	5174
623	1358	5172
624	1360	5170
625	1362	5167
626	1364	5165
627	1366	5162
628	1368	5158
629	1370	5156
630	1372	5154
631	1374	5151
632	1377	5149
633	1379	5147
634	1381	5144
635	1382	5140
636	1385	5138
637	1387	5136
638	1389	5134
639	1391	5132
640	1393	5130
641	1396	5127
642	1398	5124
643	1400	5123
644	1404	5129
645	1407	5127
646	1409	5126
647	1411	5123
648	1413	5121
649	1416	5122
650	1419	5121
651	1421	5119
652	1424	5118
653	1426	5116
654	1428	5113
655	1430	5113
656	1433	5113
657	1436	5111
658	1438	5111
659	1440	5108
660	1443	5106
661	1445	5105
662	1448	5104
663	1450	5104
664	1453	5103
665	1455	5100
666	1457	5098
667	1460	5097
668	1462	5095
669	1464	5094
670	1467	5094
671	1469	5092
672	1472	5089
673	1474	5088
674	1476	5086
675	1478	5083
676	1481	5084
677	1484	5083
678	1486	5080
679	1489	5081
680	1491	5078
681	1493	5076
682	1496	5076
683	1498	5075
684	1501	5073
685	1503	5071
686	1505	5069
687	1507	5066
688	1510	5065
689	1512	5064
690	1515	5063
691	1517	5060
692	1519	5058
693	1521	5055
694	1524	5055
695	1526	5052
696	1529	5052
697	1532	5052
698	1534	5050
699	1536	5048
700	1538	5047
701	1541	5044
702	1543	5042
703	1546	5044
704	1549	5044
705	1553	5047
706	1556	5047
707	1558	5046
708	1562	5047
709	1564	5045
710	1566	5043
711	1568	5041
712	1570	5038
713	1572	5034
714	1575	5033
715	1577	5033
716	1580	5031
717	1582	5029
718	1584	5026
719	1586	5023
720	1589	5023
721	1591	5020
722	1594	5020
723	1596	5018
724	1597	5013
725	1599	5011
726	1602	5009
727	1604	5006
728	1606	5004
729	1608	5003
730	1611	5000
731	1613	4998
732	1615	4995
733	1617	4994
734	1619	4992
735	1622	4989
736	1624	4989
737	1627	4988
738	1629	4985
739	1631	4983
740	1633	4980
741	1635	4978
742	1638	4977
743	1641	4976
744	1643	4974
745	1646	4973
746	1648	4971
747	1650	4968
748	1652	4966
749	1654	4964
750	1657	4963
751	1660	4963
752	1662	4960
753	1664	4958
754	1667	4956
755	1669	4954
756	1671	4951
757	1674	4952
758	1676	4950
759	1678	4947
760	1680	4945
761	1683	4943
762	1685	4940
763	1687	4937
764	1690	4938
765	1692	4936
766	1694	4933
767	1696	4931
768	1698	4927
769	1700	4924
770	1702	4922
771	1705	4920
772	1707	4918
773	1709	4915
774	1711	4913
775	1713	4910
776	1715	4908
777	1717	4906
778	1719	4903
779	1722	4901
780	1724	4900
781	1726	4897
782	1728	4894
783	1730	4892
784	1732	4889
785	1734	4886
786	1737	4884
787	1739	4882
788	1741	4879
789	1743	4877
790	1745	4874
791	1747	4872
792	1749	4869
793	1751	4867
794	1754	4865
795	1756	4862
796	1758	4860
797	1760	4857
798	1762	4855
799	1764	4853
800	1767	4851
801	1769	4848
802	1771	4846
803	1773	4843
804	1774	4839
805	1776	4837
806	1779	4834
807	1781	4832
808	1783	4830
809	1785	4827
810	1787	4825
811	1789	4822
812	1791	4820
813	1794	4818
814	1797	4819
815	1800	4818
816	1802	4817
817	1804	4814
818	1806	4811
819	1809	4809
820	1811	4807
821	1813	4805
822	1815	4802
823	1818	4801
824	1820	4798
825	1822	4796
826	1824	4794
827	1826	4792
828	1828	4789
829	1831	4787
830	1833	4785
831	1835	4782
832	1837	4780
833	1839	4777
834	1841	4775
835	1843	4772
836	1846	4770
837	1848	4768
838	1850	4765
839	1852	4763
840	1854	4760
841	1856	4758
842	1858	4755
843	1861	4755
844	1864	4753
845	1866	4751
846	1868	4749
847	1870	4746
848	1872	4744
849	1874	4741
850	1876	4739
851	1878	4735
852	1881	4734
853	1883	4732
854	1885	4729
855	1887	4726
856	1889	4726
857	1892	4723
858	1894	4720
859	1896	4719
860	1899	4718
861	1901	4715
862	1903	4714
863	1905	4711
864	1907	4709
865	1909	4706
866	1911	4703
867	1914	4702
868	1916	4700
869	1919	4698
870	1921	4695
871	1922	4691
872	1924	4689
873	1926	4686
874	1929	4685
875	1932	4684
876	1935	4684
877	1937	4682
878	1939	4681
879	1941	4678
880	1944	4676
881	1947	4676
882	1949	4673
883	1951	4671
884	1954	4670
885	1956	4667
886	1958	4665
887	1961	4665
888	1963	4663
889	1965	4659
890	1967	4657
891	1969	4654
892	1971	4652
893	1973	4650
894	1976	4649
895	1979	4647
896	1981	4646
897	1983	4643
898	1985	4641
899	1987	4637
900	1990	4636
901	1992	4634
902	1995	4633
903	1997	4630
904	1999	4628
905	2001	4625
906	2003	4624
907	2006	4621
908	2008	4620
909	2011	4619
910	2013	4617
911	2015	4614
912	2018	4613
913	2020	4610
914	2022	4608
915	2025	4608
916	2028	4606
917	2030	4604
918	2032	4602
919	2034	4600
920	2036	4597
921	2039	4596
922	2042	4596
923	2044	4593
924	2046	4591
925	2048	4589
926	2050	4586
927	2053	4584
928	2055	4582
929	2058	4581
930	2060	4580
931	2062	4577
932	2064	4574
933	2067	4572
934	2069	4570
935	2071	4567
936	2074	4567
937	2076	4564
938	2078	4562
939	2080	4559
940	2082	4557
941	2084	4555
942	2086	4552
943	2089	4551
944	2091	4548
945	2093	4545
946	2095	4543
947	2097	4541
948	2099	4538
949	2102	4535
950	2105	4535
951	2107	4534
952	2109	4531
953	2111	4529
954	2113	4526
955	2115	4524
956	2118	4521
957	2120	4519
958	2122	4517
959	2125	4515
960	2127	4514
961	2129	4511
962	2132	4510
963	2134	4508
964	2136	4506
965	2139	4504
966	2141	4501
967	2143	4499
968	2145	4496
969	2147	4494
970	2149	4491
971	2151	4489
972	2154	4488
973	2156	4485
974	2158	4483
975	2160	4480
976	2162	4478
977	2164	4475
978	2166	4473
979	2170	4473
980	2172	4471
981	2175	4470
982	2177	4468
983	2179	4465
984	2181	4463
985	2184	4461
986	2186	4459
987	2188	4456
988	2190	4454
989	2192	4452
990	2194	4449
991	2197	4448
992	2200	4447
993	2202	4445
994	2204	4443
995	2207	4440
996	2209	4438
997	2211	4436
998	2213	4433
999	2215	4431
1000	2218	4429
1001	2220	4427
1002	2222	4424
1003	2224	4422
1004	2226	4419
1005	2228	4417
1006	2230	4414
1007	2232	4412
1008	2234	4409
1009	2236	4407
1010	2239	4405
1011	2241	4404
1012	2243	4401
1013	2246	4399
1014	2248	4397
1015	2250	4395
1016	2252	4392
1017	2254	4390
1018	2256	4387
1019	2259	4385
1020	2261	4383
1021	2264	4383
1022	2266	4380
1023	2269	4378
1024	2271	4376
1025	2273	4373
1026	2275	4371
1027	2277	4368
1028	2279	4366
1029	2281	4364
1030	2283	4361
1031	2285	4359
1032	2287	4356
1033	2290	4355
1034	2293	4354
1035	2297	4355
1036	2299	4352
1037	2301	4350
1038	2303	4348
1039	2305	4345
1040	2308	4343
1041	2310	4341
1042	2312	4339
1043	2314	4337
1044	2317	4335
1045	2319	4332
1046	2321	4330
1047	2323	4327
1048	2325	4325
1049	2327	4323
1050	2330	4321
1051	2332	4318
1052	2334	4316
1053	2336	4313
1054	2338	4311
1055	2340	4308
1056	2342	4306
1057	2345	4304
1058	2347	4302
1059	2349	4299
1060	2351	4296
1061	2353	4294
1062	2355	4292
1063	2357	4289
1064	2359	4287
1065	2362	4285
1066	2364	4282
1067	2366	4280
1068	2368	4277
1069	2369	4274
1070	2371	4272
1071	2374	4269
1072	2376	4267
1073	2378	4265
1074	2380	4262
1075	2382	4260
1076	2384	4258
1077	2386	4254
1078	2388	4252
1079	2390	4250
1080	2393	4248
1081	2394	4243
1082	2396	4241
1083	2398	4239
1084	2400	4236
1085	2402	4234
1086	2404	4232
1087	2407	4229
1088	2409	4227
1089	2411	4226
1090	2414	4224
1091	2416	4221
1092	2418	4219
1093	2420	4217
1094	2422	4214
1095	2424	4212
1096	2426	4210
1097	2429	4207
1098	2431	4205
1099	2433	4203
1100	2435	4200
1101	2437	4198
1102	2439	4196
1103	2442	4193
1104	2444	4191
1105	2446	4188
1106	2448	4186
1107	2449	4183
1108	2451	4180
1109	2454	4178
1110	2456	4175
1111	2458	4173
1112	2460	4171
1113	2462	4169
1114	2464	4166
1115	2466	4164
1116	2468	4161
1117	2470	4159
1118	2472	4156
1119	2475	4154
1120	2477	4152
1121	2479	4149
1122	2481	4147
1123	2483	4145
1124	2485	4142
1125	2487	4139
1126	2489	4137
1127	2491	4135
1128	2493	4132
1129	2496	4130
1130	2498	4128
1131	2500	4125
1132	2502	4123
1133	2504	4121
1134	2506	4118
1135	2508	4116
1136	2510	4114
1137	2513	4111
1138	2515	4109
1139	2517	4107
1140	2519	4104
1141	2521	4102
1142	2523	4100
1143	2525	4097
1144	2527	4095
1145	2529	4092
1146	2531	4090
1147	2534	4088
1148	2536	4085
1149	2538	4083
1150	2540	4081
1151	2542	4079
1152	2544	4076
1153	2547	4074
1154	2549	4072
1155	2551	4069
1156	2553	4067
1157	2555	4065
1158	2557	4063
1159	2559	4060
1160	2562	4058
1161	2564	4056
1162	2566	4053
1163	2568	4051
1164	2570	4049
1165	2572	4046
1166	2574	4044
1167	2576	4041
1168	2579	4039
1169	2581	4037
1170	2583	4034
1171	2585	4032
1172	2587	4030
1173	2589	4027
1174	2591	4025
1175	2593	4023
1176	2595	4020
1177	2598	4018
1178	2600	4015
1179	2602	4013
1180	2604	4011
1181	2606	4008
1182	2608	4006
1183	2610	4004
1184	2612	4001
1185	2614	3999
1186	2616	3996
1187	2618	3994
1188	2620	3992
1189	2622	3989
1190	2625	3987
1191	2627	3985
1192	2629	3982
1193	2631	3980
1194	2633	3977
1195	2635	3975
1196	2637	3973
1197	2639	3970
1198	2642	3968
1199	2644	3966
1200	2646	3963
1201	2648	3961
1202	2650	3959
1203	2652	3956
1204	2654	3954
1205	2656	3952
1206	2658	3949
1207	2660	3947
1208	2672	3958
1209	2674	3956
1210	2677	3955
1211	2680	3953
1212	2682	3952
1213	2685	3950
1214	2687	3948
1215	2690	3946
1216	2694	3947
1217	2697	3945
1218	2701	3946
1219	2703	3944
1220	2705	3942
1221	2707	3939
1222	2709	3937
1223	2711	3934
1224	2714	3933
1225	2717	3931
1226	2720	3930
1227	2723	3929
1228	2725	3927
1229	2727	3924
1230	2729	3922
1231	2733	3923
1232	2737	3922
1233	2740	3921
1234	2743	3921
1235	2747	3920
1236	2749	3919
1237	2752	3918
1238	2755	3917
1239	2758	3914
1240	2760	3912
1241	2764	3912
1242	2766	3910
1243	2769	3909
1244	2772	3908
1245	2773	3904
1246	2776	3902
1247	2780	3903
1248	2783	3901
1249	2786	3900
1250	2788	3898
1251	2790	3896
1252	2792	3894
1253	2797	3895
1254	2800	3894
1255	2803	3892
1256	2805	3890
1257	2807	3887
1258	2811	3888
1259	2814	3886
1260	2817	3885
1261	2820	3884
1262	2822	3882
1263	2824	3879
1264	2829	3880
1265	2832	3879
1266	2835	3878
1267	2837	3875
1268	2839	3873
1269	2843	3873
1270	2846	3871
1271	2849	3871
1272	2852	3869
1273	2854	3867
1274	2856	3864
1275	2861	3865
1276	2863	3863
1277	2865	3861
1278	2867	3858
1279	2869	3856
1280	2871	3853
1281	2874	3851
1282	2876	3849
1283	2878	3847
1284	2880	3843
1285	2881	3841
1286	2884	3838
1287	2886	3836
1288	2887	3833
1289	2890	3830
1290	2892	3828
1291	2894	3826
1292	2896	3823
1293	2898	3821
1294	2900	3818
1295	2902	3816
1296	2904	3813
1297	2906	3811
1298	2908	3809
1299	2910	3805
1300	2912	3803
1301	2914	3801
1302	2916	3798
1303	2918	3796
1304	2921	3794
1305	2923	3791
1306	2925	3789
1307	2927	3786
1308	2929	3784
1309	2931	3781
1310	2933	3779
1311	2936	3777
1312	2938	3775
1313	2940	3772
1314	2942	3770
1315	2944	3767
1316	2946	3765
1317	2948	3763
1318	2950	3760
1319	2952	3758
1320	2955	3755
1321	2957	3753
1322	2959	3751
1323	2961	3748
1324	2963	3746
1325	2965	3743
1326	2967	3741
1327	2969	3739
1328	2971	3736
1329	2974	3734
1330	2976	3731
1331	2978	3729
1332	2980	3727
1333	2982	3724
1334	2984	3722
1335	2986	3720
1336	2988	3717
1337	2991	3715
1338	2993	3713
1339	2995	3710
1340	2997	3707
1341	2999	3705
1342	3001	3703
1343	3003	3700
1344	3005	3698
1345	3007	3695
1346	3009	3693
1347	3011	3690
1348	3013	3688
1349	3015	3686
1350	3018	3683
1351	3020	3681
1352	3022	3679
1353	3024	3676
1354	3026	3674
1355	3028	3672
1356	3030	3669
1357	3032	3667
1358	3035	3664
1359	3037	3662
1360	3039	3659
1361	3041	3657
1362	3043	3655
1363	3045	3652
1364	3047	3650
1365	3049	3648
1366	3052	3645
1367	3054	3643
1368	3056	3641
1369	3060	3640
1370	3063	3639
1371	3066	3638
1372	3068	3636
1373	3070	3634
1374	3072	3631
1375	3074	3629
1376	3077	3626
1377	3079	3624
1378	3081	3622
1379	3084	3620
1380	3087	3619
1381	3090	3618
1382	3093	3616
1383	3095	3614
1384	3099	3614
1385	3102	3612
1386	3105	3611
1387	3108	3610
1388	3110	3607
1389	3112	3605
1390	3117	3605
1391	3120	3604
1392	3124	3604
1393	3126	3601
1394	3130	3602
1395	3133	3600
1396	3136	3599
1397	3139	3597
1398	3141	3595
1399	3143	3593
1400	3148	3593
1401	3151	3591
1402	3153	3589
1403	3156	3588
1404	3158	3586
1405	3161	3583
1406	3165	3583
1407	3168	3582
1408	3171	3581
1409	3173	3578
1410	3175	3576
1411	3176	3572
1412	3180	3572
1413	3184	3571
1414	3186	3569
1415	3188	3566
1416	3190	3564
1417	3195	3564
1418	3197	3562
1419	3200	3561
1420	3203	3559
1421	3205	3557
1422	3207	3555
1423	3212	3555
1424	3215	3554
1425	3219	3553
1426	3221	3550
1427	3223	3548
1428	3228	3549
1429	3230	3546
1430	3232	3544
1431	3234	3541
1432	3236	3539
1433	3238	3536
1434	3241	3535
1435	3243	3532
1436	3245	3530
1437	3247	3527
1438	3249	3525
1439	3251	3522
1440	3254	3520
1441	3256	3518
1442	3258	3516
1443	3260	3513
1444	3262	3510
1445	3264	3508
1446	3266	3506
1447	3268	3503
1448	3271	3501
1449	3273	3498
1450	3275	3496
1451	3277	3493
1452	3279	3491
1453	3281	3489
1454	3283	3486
1455	3285	3484
1456	3287	3482
1457	3290	3479
1458	3292	3477
1459	3294	3474
1460	3296	3472
1461	3298	3469
1462	3300	3467
1463	3302	3465
1464	3304	3462
1465	3307	3460
1466	3309	3458
1467	3310	3455
1468	3312	3452
1469	3314	3449
1470	3317	3448
1471	3320	3446
1472	3323	3445
1473	3325	3442
1474	3327	3440
1475	3329	3437
1476	3331	3434
1477	3333	3432
1478	3335	3430
1479	3338	3428
1480	3340	3426
1481	3342	3423
1482	3344	3421
1483	3346	3418
1484	3348	3416
1485	3351	3414
1486	3353	3412
1487	3355	3409
1488	3357	3407
1489	3359	3404
1490	3361	3402
1491	3363	3400
1492	3366	3397
1493	3368	3395
1494	3370	3393
1495	3372	3390
1496	3374	3388
1497	3376	3385
1498	3378	3383
1499	3380	3380
1500	3382	3378
1501	3385	3376
1502	3387	3373
1503	3389	3371
1504	3391	3368
1505	3393	3366
1506	3395	3364
1507	3397	3361
1508	3399	3359
1509	3402	3357
1510	3404	3354
1511	3406	3352
1512	3408	3349
1513	3410	3347
1514	3412	3345
1515	3414	3342
1516	3416	3340
1517	3419	3337
1518	3421	3335
1519	3423	3333
1520	3425	3330
1521	3427	3328
1522	3429	3326
1523	3431	3323
1524	3433	3321
1525	3436	3319
1526	3438	3316
1527	3440	3314
1528	3442	3311
1529	3444	3309
1530	3446	3306
1531	3448	3304
1532	3450	3302
1533	3452	3299
1534	3454	3297
1535	3457	3295
1536	3459	3292
1537	3461	3290
1538	3463	3287
1539	3466	3286
1540	3468	3283
1541	3470	3281
1542	3473	3279
1543	3475	3277
1544	3477	3274
1545	3479	3272
1546	3481	3269
1547	3483	3267
1548	3487	3266
1549	3490	3264
1550	3492	3262
1551	3494	3260
1552	3496	3258
1553	3500	3257
1554	3502	3254
1555	3504	3252
1556	3506	3250
1557	3509	3247
1558	3511	3245
1559	3513	3243
1560	3516	3241
1561	3518	3238
1562	3520	3236
1563	3522	3234
1564	3524	3232
1565	3526	3229
1566	3530	3228
1567	3532	3226
1568	3534	3223
1569	3537	3221
1570	3539	3219
1571	3541	3216
1572	3544	3215
1573	3546	3213
1574	3548	3210
1575	3551	3208
1576	3553	3206
1577	3555	3204
1578	3558	3202
1579	3560	3199
1580	3563	3198
1581	3565	3196
1582	3567	3193
1583	3569	3191
1584	3572	3189
1585	3574	3187
1586	3576	3184
1587	3579	3183
1588	3581	3180
1589	3584	3178
1590	3586	3176
1591	3588	3173
1592	3590	3171
1593	3593	3169
1594	3595	3167
1595	3597	3165
1596	3600	3162
1597	3603	3161
1598	3605	3158
1599	3607	3156
1600	3609	3154
1601	3611	3151
1602	3614	3149
1603	3616	3147
1604	3618	3144
1605	3620	3142
1606	3622	3140
1607	3624	3138
1608	3627	3135
1609	3629	3133
1610	3631	3131
1611	3633	3128
1612	3635	3126
1613	3637	3124
1614	3639	3121
1615	3642	3119
1616	3644	3117
1617	3646	3114
1618	3648	3112
1619	3650	3109
1620	3652	3107
1621	3654	3105
1622	3656	3102
1623	3659	3100
1624	3661	3097
1625	3663	3095
1626	3665	3093
1627	3667	3090
1628	3669	3088
1629	3671	3086
1630	3673	3083
1631	3675	3080
1632	3677	3078
1633	3679	3075
1634	3681	3073
1635	3683	3070
1636	3685	3068
1637	3687	3066
1638	3688	3063
1639	3691	3060
1640	3692	3057
1641	3694	3055
1642	3696	3052
1643	3698	3050
1644	3700	3048
1645	3702	3045
1646	3704	3043
1647	3706	3041
1648	3709	3038
1649	3711	3036
1650	3713	3034
1651	3715	3031
1652	3717	3029
1653	3719	3027
1654	3721	3024
1655	3723	3022
1656	3726	3019
1657	3728	3017
1658	3730	3015
1659	3732	3012
1660	3733	3009
1661	3735	3007
1662	3737	3004
1663	3739	3002
1664	3741	3000
1665	3743	2997
1666	3746	2995
1667	3748	2993
1668	3750	2990
1669	3752	2988
1670	3754	2986
1671	3756	2983
1672	3758	2981
1673	3761	2979
1674	3763	2976
1675	3765	2974
1676	3767	2972
1677	3769	2969
1678	3771	2967
1679	3773	2965
1680	3775	2962
1681	3777	2960
1682	3779	2957
1683	3782	2955
1684	3783	2953
1685	3786	2950
1686	3788	2948
1687	3790	2946
1688	3792	2943
1689	3794	2941
1690	3796	2939
1691	3799	2936
1692	3801	2934
1693	3803	2932
1694	3805	2929
1695	3807	2927
1696	3809	2925
1697	3811	2922
1698	3813	2920
1699	3816	2918
1700	3819	2916
1701	3821	2914
1702	3823	2912
1703	3825	2909
1704	3828	2907
1705	3830	2905
1706	3832	2902
1707	3834	2900
1708	3836	2898
1709	3838	2895
1710	3840	2893
1711	3842	2891
1712	3844	2888
1713	3847	2887
1714	3850	2884
