iter	RMSE
173	1458.936465
174	1457.823829
175	1456.62348
176	1455.459493
177	1454.291086
178	1453.097416
179	1451.995749
180	1450.785662
181	1449.596184
182	1448.421278
183	1447.243529
184	1446.138401
185	1444.984125
186	1443.885567
187	1442.748716
188	1441.590456
189	1440.473969
190	1439.385519
191	1438.297583
192	1437.326781
193	1436.227828
194	1435.121435
195	1434.148238
196	1433.080157
197	1431.981923
198	1430.865551
199	1429.761376
200	1428.807616
201	1427.701534
202	1426.594165
203	1425.495352
204	1424.41862
205	1423.305473
206	1422.26268
207	1421.205058
208	1420.185603
209	1419.095542
210	1418.095798
211	1417.052144
212	1415.979561
213	1414.960194
214	1413.908678
215	1412.841454
216	1411.770103
217	1410.708963
218	1409.655097
219	1408.68287
220	1407.645432
221	1406.608552
222	1405.724381
223	1404.693044
224	1403.674842
225	1402.715132
226	1401.710876
227	1400.669571
228	1399.689182
229	1398.7087
230	1397.68694
231	1396.687781
232	1395.684664
233	1394.74478
234	1393.737849
235	1392.779321
236	1391.787228
237	1390.824718
238	1389.863804
239	1388.867689
240	1387.858467
241	1386.869868
242	1385.966701
243	1384.980663
244	1383.994829
245	1383.011762
246	1382.0602
247	1381.134144
248	1380.238464
249	1379.332945
250	1378.401943
251	1377.429258
252	1376.528908
253	1375.586007
254	1374.634429
255	1373.758584
256	1372.865404
257	1371.89658
258	1370.961359
259	1370.032993
260	1369.148442
261	1368.268332
262	1367.408017
263	1366.615698
264	1365.682935
265	1364.791174
266	1363.881431
267	1362.972254
268	1362.055649
269	1361.272947
270	1360.35657
271	1359.489546
272	1358.630131
273	1357.773827
274	1356.863681
275	1355.967346
276	1355.111075
277	1354.22319
278	1353.365961
279	1352.502618
280	1351.653773
281	1350.907246
282	1350.071443
283	1349.273291
284	1348.459549
285	1347.623223
286	1346.717658
287	1345.890726
288	1345.063456
289	1344.236689
290	1343.384397
291	1342.576469
292	1341.71626
293	1340.899331
294	1340.086828
295	1339.263765
296	1338.406886
297	1337.563836
298	1336.723783
299	1335.942034
300	1335.174231
301	1334.35553
302	1333.557631
303	1332.778024
304	1331.944609
305	1331.115724
306	1330.296823
307	1329.488512
308	1328.690333
309	1327.906311
310	1327.162337
311	1326.391489
312	1325.616161
313	1324.809682
314	1324.052359
315	1323.293494
316	1322.560944
317	1321.779464
318	1320.986541
319	1320.233943
320	1319.444244
321	1318.703874
322	1317.932545
323	1317.196303
324	1316.464741
325	1315.687523
326	1314.93469
327	1314.201163
328	1313.437802
329	1312.678236
330	1311.989095
331	1311.243046
332	1310.514404
333	1309.764866
334	1309.058268
335	1308.297315
336	1307.588693
337	1306.874812
338	1306.133007
339	1305.417467
340	1304.722743
341	1303.996355
342	1303.260512
343	1302.566978
344	1301.898396
345	1301.188792
346	1300.534989
347	1299.785323
348	1299.070039
349	1298.341993
350	1297.637667
351	1296.927275
352	1296.270687
353	1295.627374
354	1294.899952
355	1294.224409
356	1293.631762
357	1292.955827
358	1292.252616
359	1291.675734
360	1290.989316
361	1290.328091
362	1289.649264
363	1288.959497
364	1288.337305
365	1287.70468
366	1287.025609
367	1286.373333
368	1285.683886
369	1285.029502
370	1284.368657
371	1283.676946
372	1283.046222
373	1282.374463
374	1281.69359
375	1281.028922
376	1280.402957
377	1279.781212
378	1279.151397
379	1278.516483
380	1277.980366
381	1277.349501
382	1276.696328
383	1276.159357
384	1275.531595
385	1274.944255
386	1274.319476
387	1273.70389
388	1273.052356
389	1272.444781
390	1271.822883
391	1271.168259
392	1270.588295
393	1269.984911
394	1269.363052
395	1268.745608
396	1268.154664
397	1267.569562
398	1266.985327
399	1266.386477
400	1265.779801
401	1265.151561
402	1264.547786
403	1263.946301
404	1263.332984
405	1262.765026
406	1262.163654
407	1261.607683
408	1261.036049
409	1260.442339
410	1259.882586
411	1259.315101
412	1258.719374
413	1258.142174
414	1257.548642
415	1257.017777
416	1256.438647
417	1255.884693
418	1255.305607
419	1254.721083
420	1254.178434
421	1253.636217
422	1253.075732
423	1252.543607
424	1251.998626
425	1251.456654
426	1250.902925
427	1250.335562
428	1249.813974
429	1249.284979
430	1248.735747
431	1248.220501
432	1247.706535
433	1247.197205
434	1246.684966
435	1246.177951
436	1245.632249
437	1245.089921
438	1244.544642
439	1243.995324
440	1243.443075
441	1242.944245
442	1242.405008
443	1241.868954
444	1241.327274
445	1240.800022
446	1240.287501
447	1239.77647
448	1239.282008
449	1238.770892
450	1238.255671
451	1237.732414
452	1237.247782
453	1236.746485
454	1236.229122
455	1235.720336
456	1235.204094
457	1234.72414
458	1234.243216
459	1233.774431
460	1233.266385
461	1232.785434
462	1232.293027
463	1231.819041
464	1231.35258
465	1230.856709
466	1230.389596
467	1229.888693
468	1229.389154
469	1228.90653
470	1228.435618
471	1227.982256
472	1227.513895
473	1227.124336
474	1226.634763
475	1226.186138
476	1225.726242
477	1225.247192
478	1224.771064
479	1224.285969
480	1223.803597
481	1223.354557
482	1222.964675
483	1222.514205
484	1222.033049
485	1221.575515
486	1221.184232
487	1220.736989
488	1220.29916
489	1219.847681
490	1219.413713
491	1218.959308
492	1218.525489
493	1218.047446
494	1217.625765
495	1217.17324
496	1216.739599
497	1216.288005
498	1215.824279
499	1215.398117
500	1214.928991
501	1214.500927
502	1214.067606
503	1213.659701
504	1213.2282
505	1212.78687
506	1212.369832
507	1211.938346
508	1211.522104
509	1211.075887
510	1210.644004
511	1210.198919
512	1209.764133
513	1209.351002
514	1208.935545
515	1208.522857
516	1208.115038
517	1207.718909
518	1207.313867
519	1206.90139
520	1206.501484
521	1206.121631
522	1205.696041
523	1205.276557
524	1204.876541
525	1204.48149
526	1204.077424
527	1203.743249
528	1203.32998
529	1202.954893
530	1202.576709
531	1202.181878
532	1201.78162
533	1201.459992
534	1201.101329
535	1200.734964
536	1200.366482
537	1200.041942
538	1199.660652
539	1199.273913
540	1198.904446
541	1198.547293
542	1198.149706
543	1197.753782
544	1197.394308
545	1197.022031
546	1196.668775
547	1196.286954
548	1195.917699
549	1195.602352
550	1195.210577
551	1194.848732
552	1194.491777
553	1194.101787
554	1193.734098
555	1193.4041
556	1193.01961
557	1192.688904
558	1192.32583
559	1191.985278
560	1191.614633
561	1191.26064
562	1190.899775
563	1190.560053
564	1190.22372
565	1189.857292
566	1189.511576
567	1189.164674
568	1188.864753
569	1188.513813
570	1188.15372
571	1187.793188
572	1187.434751
573	1187.08855
574	1186.737882
575	1186.391221
576	1186.044432
577	1185.687361
578	1185.348065
579	1185.013449
580	1184.686018
581	1184.359805
582	1184.010147
583	1183.67461
584	1183.33208
585	1182.998663
586	1182.690795
587	1182.345713
588	1182.017515
589	1181.684683
590	1181.355172
591	1181.041397
592	1180.685882
593	1180.38593
594	1180.057989
595	1179.738642
596	1179.434861
597	1179.12182
598	1178.814482
599	1178.503336
600	1178.188828
601	1177.862201
602	1177.536879
603	1177.237441
604	1176.934012
605	1176.595529
606	1176.267587
607	1176.010478
608	1175.695352
609	1175.387071
610	1175.079389
611	1174.766777
612	1174.484127
613	1174.187811
614	1173.883198
615	1173.56791
616	1173.275639
617	1173.036399
618	1172.733728
619	1172.45561
620	1172.14693
621	1171.829914
622	1171.548185
623	1171.253764
624	1170.954465
625	1170.699222
626	1170.402689
627	1170.109831
628	1169.820289
629	1169.52052
630	1169.230526
631	1168.954258
632	1168.661511
633	1168.38218
634	1168.075398
635	1167.770721
636	1167.496681
637	1167.228336
638	1166.968418
639	1166.687471
640	1166.408085
641	1166.182909
642	1165.901117
643	1165.628346
644	1165.340031
645	1165.047624
646	1164.773973
647	1164.485855
648	1164.234446
649	1163.974422
650	1163.719368
651	1163.44999
652	1163.185394
653	1162.908462
654	1162.634531
655	1162.426029
656	1162.145216
657	1161.875833
658	1161.614184
659	1161.366259
660	1161.119595
661	1160.847364
662	1160.575534
663	1160.306955
664	1160.071695
665	1159.824219
666	1159.552461
667	1159.298511
668	1159.058142
669	1158.824204
670	1158.566666
671	1158.308831
672	1158.062203
673	1157.823753
674	1157.579056
675	1157.331479
676	1157.07432
677	1156.856791
678	1156.598199
679	1156.356882
680	1156.120953
681	1155.881712
682	1155.645894
683	1155.408769
684	1155.173986
685	1154.929479
686	1154.675657
687	1154.473351
688	1154.242998
689	1154.018006
690	1153.766461
691	1153.532057
692	1153.338558
693	1153.112897
694	1152.880921
695	1152.650717
696	1152.412546
697	1152.182504
698	1151.935376
699	1151.711113
700	1151.472031
701	1151.238854
702	1151.057336
703	1150.901561
704	1150.665614
705	1150.473794
706	1150.245862
707	1150.013625
708	1149.790076
709	1149.552413
710	1149.334327
711	1149.1252
712	1148.89776
713	1148.701456
714	1148.476867
715	1148.26431
716	1148.028893
717	1147.84657
718	1147.6322
719	1147.422712
720	1147.199053
721	1146.992795
722	1146.786226
723	1146.56057
724	1146.352603
725	1146.149166
726	1145.941641
727	1145.735601
728	1145.52362
729	1145.317836
730	1145.110459
731	1144.903564
732	1144.70239
733	1144.505545
734	1144.331328
735	1144.158934
736	1143.958375
737	1143.7557
738	1143.539887
739	1143.34136
740	1143.132252
741	1142.968308
742	1142.773903
743	1142.558801
744	1142.351629
745	1142.139549
746	1141.961315
747	1141.761521
748	1141.590512
749	1141.40095
750	1141.231348
751	1141.036187
752	1140.850814
753	1140.660696
754	1140.49906
755	1140.304021
756	1140.120409
757	1139.922687
758	1139.723825
759	1139.530121
760	1139.351467
761	1139.165112
762	1138.980984
763	1138.79821
764	1138.608095
765	1138.445701
766	1138.268524
767	1138.080252
768	1137.90101
769	1137.720413
770	1137.528094
771	1137.337258
772	1137.154005
773	1136.963502
774	1136.772697
775	1136.620776
776	1136.439997
777	1136.246894
778	1136.053852
779	1135.879353
780	1135.707686
781	1135.533048
782	1135.369373
783	1135.198416
784	1135.029771
785	1134.855652
786	1134.663228
787	1134.522285
788	1134.35185
789	1134.172686
790	1133.997851
791	1133.838657
792	1133.664187
793	1133.485932
794	1133.312717
795	1133.150955
796	1132.992268
797	1132.814485
798	1132.646493
799	1132.478013
800	1132.324686
801	1132.159541
802	1131.994889
803	1131.883094
804	1131.721615
805	1131.566649
806	1131.429272
807	1131.290741
808	1131.136111
809	1130.977135
810	1130.820038
811	1130.657128
812	1130.496847
813	1130.346618
814	1130.202541
815	1130.058007
816	1129.924631
817	1129.751653
818	1129.583494
819	1129.424645
820	1129.302746
821	1129.151138
822	1129.003429
823	1128.856947
824	1128.695467
825	1128.553452
826	1128.420534
827	1128.285965
828	1128.184369
829	1128.027812
830	1127.875794
831	1127.748768
832	1127.595776
833	1127.47114
834	1127.319987
835	1127.174385
836	1127.029782
837	1126.880982
838	1126.730622
839	1126.575235
840	1126.422022
841	1126.298344
842	1126.149527
843	1125.989844
844	1125.848789
845	1125.707084
846	1125.554843
847	1125.433002
848	1125.307545
849	1125.160921
850	1125.020944
851	1124.88783
852	1124.734813
853	1124.600509
854	1124.45701
855	1124.332324
856	1124.196807
857	1124.052628
858	1123.911427
859	1123.773326
860	1123.646328
861	1123.526135
862	1123.377569
863	1123.242677
864	1123.101597
865	1122.993228
866	1122.844845
867	1122.707559
868	1122.573539
869	1122.43842
870	1122.297612
871	1122.170177
872	1122.034112
873	1121.893165
874	1121.761293
875	1121.632288
876	1121.501046
877	1121.365822
878	1121.230013
879	1121.105267
880	1120.997531
881	1120.871188
882	1120.742271
883	1120.603215
884	1120.481142
885	1120.347089
886	1120.220092
887	1120.103124
888	1119.976767
889	1119.841056
890	1119.724057
891	1119.593773
892	1119.472523
893	1119.344896
894	1119.235584
895	1119.139294
896	1119.012732
897	1118.895749
898	1118.780216
899	1118.651255
900	1118.561798
901	1118.438886
902	1118.312324
903	1118.208701
904	1118.087724
905	1117.982434
906	1117.857158
907	1117.760265
908	1117.645485
909	1117.536762
910	1117.419572
911	1117.300419
912	1117.185607
913	1117.071869
914	1116.963007
915	1116.843251
916	1116.740107
917	1116.620312
918	1116.496482
919	1116.389761
920	1116.280604
921	1116.19651
922	1116.08343
923	1115.967475
924	1115.846646
925	1115.733529
926	1115.615964
927	1115.496683
928	1115.393975
929	1115.290427
930	1115.190112
931	1115.088833
932	1114.998851
933	1114.904396
934	1114.79159
935	1114.680949
936	1114.593983
937	1114.484271
938	1114.386788
939	1114.297053
940	1114.195608
941	1114.089968
942	1113.980957
943	1113.881496
944	1113.78597
945	1113.681728
946	1113.581402
947	1113.513087
948	1113.408446
949	1113.32944
950	1113.234404
951	1113.126491
952	1113.03789
953	1112.956643
954	1112.876238
955	1112.777607
956	1112.680928
957	1112.566657
958	1112.453821
959	1112.343838
960	1112.240703
961	1112.134533
962	1112.037966
963	1111.931707
964	1111.834473
965	1111.75924
966	1111.65681
967	1111.548497
968	1111.450493
969	1111.346876
970	1111.265209
971	1111.161329
972	1111.065039
973	1110.974094
974	1110.881784
975	1110.779378
976	1110.681564
977	1110.608333
978	1110.509623
979	1110.422461
980	1110.326258
981	1110.249653
982	1110.155964
983	1110.059445
984	1109.964308
985	1109.884842
986	1109.804897
987	1109.716887
988	1109.636342
989	1109.54424
990	1109.443406
991	1109.346944
992	1109.277944
993	1109.1874
994	1109.098353
995	1109.006747
996	1108.915542
997	1108.831054
998	1108.751183
999	1108.67014
1000	1108.598585
1001	1108.512341
1002	1108.419103
1003	1108.329149
1004	1108.23974
1005	1108.141851
1006	1108.073108
1007	1107.997042
1008	1107.904817
1009	1107.818008
1010	1107.731508
1011	1107.652573
1012	1107.565157
1013	1107.466605
1014	1107.379217
1015	1107.291975
1016	1107.222038
1017	1107.129338
1018	1107.046131
1019	1106.960576
1020	1106.873378
1021	1106.801765
1022	1106.706551
1023	1106.62093
1024	1106.54405
1025	1106.467147
1026	1106.390832
1027	1106.307143
1028	1106.23132
1029	1106.148931
1030	1106.050879
1031	1105.978613
1032	1105.891828
1033	1105.808947
1034	1105.729876
1035	1105.653034
1036	1105.585203
1037	1105.50744
1038	1105.438535
1039	1105.36972
1040	1105.283172
1041	1105.20574
1042	1105.124137
1043	1105.064525
1044	1104.988519
1045	1104.921264
1046	1104.842255
1047	1104.767369
1048	1104.712584
1049	1104.637297
1050	1104.57293
1051	1104.506304
1052	1104.428849
1053	1104.348836
1054	1104.277653
1055	1104.200844
1056	1104.127636
1057	1104.06568
1058	1104.017539
1059	1103.936414
1060	1103.868816
1061	1103.791573
1062	1103.713826
1063	1103.643623
1064	1103.576433
1065	1103.499395
1066	1103.433703
1067	1103.358359
1068	1103.293408
1069	1103.216412
1070	1103.151078
1071	1103.083378
1072	1103.006323
1073	1102.94141
1074	1102.870732
1075	1102.802698
1076	1102.734958
1077	1102.683703
1078	1102.604446
1079	1102.535972
1080	1102.472438
1081	1102.40883
1082	1102.330721
1083	1102.268226
1084	1102.191343
1085	1102.124398
1086	1102.054377
1087	1101.984787
1088	1101.909828
1089	1101.840541
1090	1101.771687
1091	1101.702314
1092	1101.628544
1093	1101.562316
1094	1101.511572
1095	1101.438703
1096	1101.37094
1097	1101.300153
1098	1101.227417
1099	1101.160055
1100	1101.092075
1101	1101.025227
1102	1100.953194
1103	1100.887153
1104	1100.825816
1105	1100.772701
1106	1100.704226
1107	1100.644837
1108	1100.586082
1109	1100.516409
1110	1100.459658
1111	1100.396705
1112	1100.33392
1113	1100.261931
1114	1100.198144
1115	1100.129065
1116	1100.066132
1117	1100.006301
1118	1099.946902
1119	1099.88801
1120	1099.8178
1121	1099.763131
1122	1099.7056
1123	1099.640113
1124	1099.590575
1125	1099.527938
1126	1099.475919
1127	1099.422275
1128	1099.37023
1129	1099.310713
1130	1099.254667
1131	1099.207528
1132	1099.141748
1133	1099.078606
1134	1099.011949
1135	1098.969959
1136	1098.927553
1137	1098.867314
1138	1098.805074
1139	1098.742108
1140	1098.673808
1141	1098.611655
1142	1098.551962
1143	1098.498427
1144	1098.45163
1145	1098.390269
1146	1098.343757
1147	1098.300722
1148	1098.252061
1149	1098.185043
1150	1098.133553
1151	1098.07595
1152	1098.019955
1153	1097.972362
1154	1097.907439
1155	1097.847891
1156	1097.787891
1157	1097.726156
1158	1097.660509
1159	1097.60881
1160	1097.547038
1161	1097.488585
1162	1097.43891
1163	1097.382706
1164	1097.324065
1165	1097.271581
1166	1097.21275
1167	1097.149729
1168	1097.091821
1169	1097.061155
1170	1097.020673
1171	1096.977263
1172	1096.92462
1173	1096.866001
1174	1096.817348
1175	1096.75842
1176	1096.706084
1177	1096.650261
1178	1096.589174
1179	1096.532584
1180	1096.482949
1181	1096.431
1182	1096.386656
1183	1096.342602
1184	1096.292995
1185	1096.245826
1186	1096.190698
1187	1096.132602
1188	1096.07989
1189	1096.034367
1190	1095.976169
1191	1095.918801
1192	1095.871905
1193	1095.816347
1194	1095.762754
1195	1095.710653
1196	1095.66512
1197	1095.622037
1198	1095.573373
1199	1095.521882
1200	1095.477483
1201	1095.434466
1202	1095.384778
1203	1095.338025
1204	1095.284199
1205	1095.236656
1206	1095.199049
1207	1095.1495
1208	1095.094941
1209	1095.045928
1210	1094.992547
1211	1094.940647
1212	1094.895739
1213	1094.842283
1214	1094.80312
1215	1094.760127
1216	1094.709083
1217	1094.66043
1218	1094.621157
1219	1094.581343
1220	1094.535758
1221	1094.489971
1222	1094.435884
1223	1094.401666
1224	1094.349579
1225	1094.295989
1226	1094.244789
1227	1094.201361
1228	1094.157508
1229	1094.114273
1230	1094.073646
1231	1094.024713
1232	1093.966652
1233	1093.915373
1234	1093.872006
1235	1093.823538
1236	1093.780271
1237	1093.735092
1238	1093.693938
1239	1093.659484
1240	1093.609843
1241	1093.56677
1242	1093.524703
1243	1093.479943
1244	1093.448441
1245	1093.404986
1246	1093.360516
1247	1093.30996
1248	1093.255363
1249	1093.212713
1250	1093.172301
1251	1093.120247
1252	1093.072744
1253	1093.031788
1254	1092.99568
1255	1092.958424
1256	1092.909581
1257	1092.864086
1258	1092.822274
1259	1092.789613
1260	1092.748009
1261	1092.705159
1262	1092.665159
1263	1092.630372
1264	1092.588846
1265	1092.541733
1266	1092.499476
1267	1092.460989
1268	1092.418793
1269	1092.383909
1270	1092.338728
1271	1092.307625
1272	1092.261839
1273	1092.22259
1274	1092.177346
1275	1092.129604
1276	1092.078478
1277	1092.043268
1278	1091.990219
1279	1091.95968
1280	1091.920569
1281	1091.882544
1282	1091.847209
1283	1091.803699
1284	1091.763552
1285	1091.721132
1286	1091.679441
1287	1091.63933
1288	1091.599148
1289	1091.548882
1290	1091.505875
1291	1091.478476
1292	1091.439979
1293	1091.399396
1294	1091.372015
1295	1091.327633
1296	1091.290265
1297	1091.255091
1298	1091.209527
1299	1091.168366
1300	1091.125048
1301	1091.078977
1302	1091.038085
1303	1090.996891
1304	1090.959396
1305	1090.914533
1306	1090.875043
1307	1090.838661
1308	1090.803004
1309	1090.765369
1310	1090.729798
1311	1090.686051
1312	1090.65158
1313	1090.608053
1314	1090.564271
1315	1090.533735
1316	1090.493046
1317	1090.463208
1318	1090.437711
1319	1090.38713
1320	1090.345738
1321	1090.307557
1322	1090.272728
1323	1090.229409
1324	1090.193666
1325	1090.156517
1326	1090.119929
1327	1090.084322
1328	1090.052959
1329	1090.006646
1330	1089.973931
1331	1089.941685
1332	1089.904132
1333	1089.863351
1334	1089.82285
1335	1089.786457
1336	1089.748629
1337	1089.709764
1338	1089.667756
1339	1089.625381
1340	1089.595982
1341	1089.55319
1342	1089.523544
1343	1089.486138
1344	1089.453162
1345	1089.420345
1346	1089.385678
1347	1089.361811
1348	1089.32584
1349	1089.289061
1350	1089.258848
1351	1089.232633
1352	1089.200211
1353	1089.153713
1354	1089.118477
1355	1089.078522
1356	1089.044488
1357	1089.012
1358	1088.976633
1359	1088.934496
1360	1088.899358
1361	1088.869272
1362	1088.823158
1363	1088.799757
1364	1088.780356
1365	1088.744149
1366	1088.71052
1367	1088.672113
1368	1088.645364
1369	1088.603403
1370	1088.567067
1371	1088.536032
1372	1088.502773
1373	1088.461176
1374	1088.425701
1375	1088.39275
1376	1088.356683
1377	1088.320809
1378	1088.283102
1379	1088.255214
1380	1088.212721
1381	1088.176678
1382	1088.151561
1383	1088.118277
1384	1088.088714
1385	1088.062975
1386	1088.033518
1387	1087.996587
1388	1087.968305
1389	1087.934102
1390	1087.900383
1391	1087.866891
1392	1087.836126
1393	1087.800879
1394	1087.77685
1395	1087.742192
1396	1087.713485
1397	1087.67728
1398	1087.646413
1399	1087.609894
1400	1087.581961
1401	1087.557854
1402	1087.522331
1403	1087.494108
1404	1087.45965
1405	1087.432784
1406	1087.402205
1407	1087.368279
1408	1087.340223
1409	1087.307106
1410	1087.276784
1411	1087.246577
1412	1087.227342
1413	1087.197373
1414	1087.172102
1415	1087.147605
1416	1087.108518
1417	1087.075559
1418	1087.045438
1419	1087.015572
1420	1086.981427
1421	1086.952399
1422	1086.919338
1423	1086.910181
1424	1086.887237
1425	1086.860647
1426	1086.829745
1427	1086.800573
1428	1086.766951
1429	1086.735257
1430	1086.706703
1431	1086.681604
1432	1086.652093
1433	1086.615599
1434	1086.587429
1435	1086.560642
1436	1086.526153
1437	1086.497552
1438	1086.468774
1439	1086.435132
1440	1086.402002
1441	1086.378484
1442	1086.35991
1443	1086.331617
1444	1086.310056
1445	1086.282768
1446	1086.24927
1447	1086.213465
1448	1086.184676
1449	1086.152399
1450	1086.127532
1451	1086.100331
1452	1086.071869
1453	1086.040721
1454	1086.004568
1455	1085.97297
1456	1085.939718
1457	1085.910902
1458	1085.881541
1459	1085.842568
1460	1085.81525
1461	1085.773855
1462	1085.743509
1463	1085.708536
1464	1085.68591
1465	1085.661597
1466	1085.636346
1467	1085.609271
1468	1085.58623
1469	1085.554725
1470	1085.513755
1471	1085.484318
1472	1085.458448
1473	1085.422397
1474	1085.392845
1475	1085.370155
1476	1085.34733
1477	1085.323426
1478	1085.298295
1479	1085.274987
1480	1085.246868
1481	1085.225129
1482	1085.211994
1483	1085.181865
1484	1085.156756
1485	1085.127764
1486	1085.105506
1487	1085.075829
1488	1085.048148
1489	1085.020891
1490	1084.993506
1491	1084.963207
1492	1084.945118
1493	1084.917443
1494	1084.883571
1495	1084.854314
1496	1084.828801
1497	1084.814762
1498	1084.791507
1499	1084.764546
1500	1084.743304
1501	1084.720389
1502	1084.692482
1503	1084.659489
1504	1084.631932
1505	1084.60781
1506	1084.592059
1507	1084.562356
1508	1084.537338
1509	1084.508253
1510	1084.477972
1511	1084.451866
1512	1084.429767
1513	1084.40669
1514	1084.391181
1515	1084.36406
1516	1084.344762
1517	1084.3277
1518	1084.307679
1519	1084.287602
1520	1084.267373
1521	1084.246789
1522	1084.227049
1523	1084.207033
1524	1084.185525
1525	1084.159643
1526	1084.134165
1527	1084.108808
1528	1084.086605
1529	1084.056613
1530	1084.025004
1531	1083.984102
1532	1083.961337
1533	1083.94265
1534	1083.91583
1535	1083.889216
1536	1083.855694
1537	1083.82734
1538	1083.80383
1539	1083.774086
1540	1083.747884
1541	1083.72693
1542	1083.701359
1543	1083.679275
1544	1083.642983
1545	1083.618116
1546	1083.594001
1547	1083.574815
1548	1083.550903
1549	1083.523657
1550	1083.496762
1551	1083.469128
1552	1083.448901
1553	1083.418575
1554	1083.402149
1555	1083.382122
1556	1083.357043
1557	1083.346227
1558	1083.322694
1559	1083.300129
1560	1083.282435
1561	1083.263435
1562	1083.226092
1563	1083.203792
1564	1083.186803
1565	1083.162741
1566	1083.135704
1567	1083.112156
1568	1083.090856
1569	1083.057909
1570	1083.042308
1571	1083.019276
1572	1082.995342
1573	1082.980445
1574	1082.954434
1575	1082.928765
1576	1082.899857
1577	1082.882545
1578	1082.855501
1579	1082.827383
1580	1082.802056
1581	1082.77605
1582	1082.755817
1583	1082.731563
1584	1082.704259
1585	1082.676969
1586	1082.643214
1587	1082.620386
1588	1082.596548
1589	1082.565512
1590	1082.541425
1591	1082.5139
1592	1082.490191
1593	1082.464363
1594	1082.446626
1595	1082.429121
1596	1082.405996
1597	1082.388335
1598	1082.362007
1599	1082.339542
1600	1082.315147
1601	1082.282216
1602	1082.259936
1603	1082.22924
1604	1082.212041
1605	1082.186315
1606	1082.147321
1607	1082.133467
1608	1082.104662
1609	1082.078912
1610	1082.054261
1611	1082.028428
1612	1082.007266
1613	1081.986415
1614	1081.973443
1615	1081.944635
1616	1081.930935
1617	1081.916715
1618	1081.887609
1619	1081.86917
1620	1081.836876
1621	1081.815351
1622	1081.798678
1623	1081.780284
1624	1081.757539
1625	1081.735268
1626	1081.707994
1627	1081.684719
1628	1081.65538
1629	1081.632332
1630	1081.610578
1631	1081.583671
1632	1081.553494
1633	1081.531458
1634	1081.509214
1635	1081.484529
1636	1081.450869
1637	1081.430498
1638	1081.413295
1639	1081.400527
1640	1081.37426
1641	1081.357463
1642	1081.345495
1643	1081.317368
1644	1081.291959
1645	1081.266477
1646	1081.246366
1647	1081.229571
1648	1081.214559
1649	1081.200246
1650	1081.168415
1651	1081.145934
1652	1081.114442
1653	1081.095091
1654	1081.073374
1655	1081.056352
1656	1081.034903
1657	1081.003556
1658	1080.986676
1659	1080.943287
1660	1080.914521
1661	1080.903335
1662	1080.879937
1663	1080.859878
1664	1080.833635
