iter	RMSE
197	1462.586423
198	1461.538759
199	1460.459137
200	1459.353934
201	1458.246009
202	1457.179294
203	1456.189361
204	1455.086359
205	1453.931827
206	1452.829578
207	1451.929215
208	1450.994215
209	1450.049053
210	1449.064245
211	1448.17945
212	1447.241244
213	1446.342748
214	1445.229089
215	1444.251572
216	1443.34428
217	1442.326698
218	1441.297784
219	1440.32952
220	1439.339491
221	1438.242102
222	1437.246275
223	1436.19251
224	1435.290187
225	1434.389525
226	1433.267311
227	1432.316047
228	1431.298496
229	1430.279072
230	1429.219722
231	1428.24094
232	1427.270639
233	1426.230129
234	1425.30113
235	1424.325324
236	1423.244063
237	1422.27479
238	1421.268487
239	1420.238551
240	1419.20667
241	1418.207096
242	1417.208332
243	1416.237824
244	1415.319952
245	1414.324502
246	1413.355775
247	1412.299631
248	1411.314873
249	1410.424377
250	1409.429145
251	1408.61174
252	1407.742916
253	1406.813642
254	1405.848551
255	1405.016531
256	1404.066553
257	1403.121438
258	1402.178219
259	1401.227118
260	1400.281836
261	1399.363006
262	1398.551992
263	1397.586366
264	1396.66787
265	1395.711823
266	1394.775658
267	1393.945017
268	1393.106837
269	1392.121503
270	1391.195769
271	1390.194166
272	1389.216955
273	1388.406456
274	1387.469748
275	1386.538559
276	1385.666141
277	1384.781983
278	1383.836247
279	1383.001327
280	1382.17937
281	1381.429347
282	1380.515882
283	1379.685531
284	1378.837104
285	1377.890902
286	1376.993424
287	1376.096479
288	1375.413116
289	1374.609675
290	1373.715039
291	1372.870258
292	1372.026932
293	1371.180092
294	1370.485191
295	1369.757894
296	1368.85839
297	1368.029417
298	1367.164109
299	1366.351663
300	1365.4849
301	1364.588397
302	1363.850507
303	1362.910705
304	1362.060587
305	1361.229188
306	1360.45717
307	1359.645753
308	1358.838277
309	1357.942413
310	1357.046632
311	1356.228187
312	1355.342005
313	1354.479923
314	1353.741548
315	1353.10164
316	1352.251937
317	1351.540602
318	1350.75133
319	1350.013605
320	1349.174431
321	1348.471907
322	1347.64667
323	1346.889062
324	1346.091111
325	1345.219803
326	1344.383416
327	1343.741697
328	1342.908572
329	1342.246526
330	1341.391998
331	1340.632389
332	1339.844073
333	1339.094669
334	1338.330568
335	1337.587131
336	1336.769655
337	1335.942352
338	1335.087702
339	1334.368509
340	1333.618783
341	1332.874373
342	1332.147866
343	1331.358807
344	1330.664593
345	1329.9499
346	1329.148226
347	1328.362389
348	1327.57742
349	1326.952069
350	1326.260764
351	1325.571675
352	1324.940189
353	1324.217347
354	1323.466395
355	1322.695833
356	1321.963819
357	1321.217313
358	1320.465422
359	1319.808202
360	1319.129733
361	1318.362366
362	1317.713612
363	1317.096026
364	1316.454851
365	1315.81544
366	1315.110767
367	1314.444682
368	1313.749747
369	1313.172343
370	1312.486292
371	1311.731996
372	1311.143714
373	1310.411774
374	1309.663673
375	1309.086883
376	1308.456575
377	1307.783842
378	1307.126802
379	1306.533447
380	1305.751484
381	1305.04579
382	1304.33172
383	1303.581087
384	1302.885525
385	1302.16573
386	1301.455251
387	1300.766396
388	1300.124369
389	1299.436186
390	1298.731698
391	1298.06883
392	1297.48759
393	1296.829088
394	1296.1471
395	1295.528106
396	1294.827162
397	1294.225312
398	1293.543245
399	1292.886498
400	1292.206623
401	1291.496934
402	1290.763574
403	1290.191081
404	1289.60655
405	1289.004435
406	1288.356229
407	1287.654754
408	1286.980843
409	1286.387423
410	1285.816813
411	1285.146217
412	1284.467441
413	1283.904392
414	1283.252603
415	1282.61839
416	1282.043976
417	1281.478935
418	1280.905058
419	1280.360616
420	1279.807061
421	1279.227365
422	1278.650619
423	1278.069843
424	1277.434084
425	1276.890405
426	1276.234794
427	1275.631431
428	1275.085059
429	1274.438085
430	1273.882355
431	1273.250181
432	1272.716958
433	1272.175159
434	1271.669932
435	1271.00742
436	1270.419465
437	1269.846975
438	1269.285414
439	1268.830322
440	1268.299022
441	1267.722966
442	1267.198297
443	1266.596897
444	1266.070217
445	1265.417227
446	1264.779497
447	1264.270884
448	1263.710379
449	1263.199971
450	1262.62244
451	1262.100526
452	1261.579417
453	1261.076617
454	1260.547013
455	1260.016732
456	1259.45408
457	1258.88974
458	1258.350627
459	1257.758592
460	1257.224734
461	1256.71016
462	1256.207794
463	1255.610173
464	1255.12316
465	1254.565822
466	1253.935771
467	1253.359743
468	1252.850188
469	1252.307626
470	1251.79033
471	1251.320639
472	1250.831553
473	1250.32036
474	1249.757227
475	1249.195601
476	1248.647291
477	1248.168772
478	1247.608251
479	1247.150822
480	1246.522703
481	1245.976786
482	1245.435017
483	1244.88441
484	1244.379797
485	1243.837456
486	1243.381952
487	1242.84146
488	1242.303805
489	1241.777335
490	1241.297193
491	1240.855905
492	1240.376492
493	1239.855167
494	1239.406416
495	1238.863542
496	1238.337432
497	1237.801375
498	1237.27924
499	1236.793153
500	1236.373125
501	1235.842703
502	1235.308558
503	1234.801758
504	1234.270834
505	1233.836841
506	1233.379893
507	1232.954665
508	1232.401177
509	1231.985707
510	1231.483355
511	1230.992214
512	1230.489268
513	1230.084092
514	1229.628556
515	1229.139226
516	1228.597076
517	1228.135746
518	1227.660336
519	1227.187585
520	1226.69795
521	1226.219108
522	1225.772177
523	1225.256119
524	1224.75415
525	1224.283103
526	1223.878339
527	1223.433568
528	1223.019185
529	1222.502679
530	1222.05447
531	1221.652429
532	1221.217658
533	1220.842554
534	1220.347105
535	1219.880152
536	1219.394262
537	1218.941192
538	1218.4488
539	1217.989908
540	1217.522683
541	1217.059705
542	1216.620881
543	1216.233704
544	1215.808533
545	1215.408998
546	1214.916497
547	1214.512891
548	1214.072917
549	1213.638879
550	1213.198499
551	1212.713297
552	1212.311765
553	1211.882702
554	1211.419038
555	1211.042303
556	1210.603344
557	1210.183235
558	1209.761076
559	1209.355826
560	1208.928188
561	1208.497704
562	1208.009667
563	1207.551683
564	1207.101285
565	1206.776478
566	1206.382174
567	1205.960317
568	1205.554861
569	1205.151676
570	1204.7461
571	1204.383478
572	1203.936008
573	1203.550851
574	1203.223258
575	1202.902595
576	1202.580912
577	1202.171081
578	1201.783262
579	1201.36076
580	1200.923117
581	1200.522948
582	1200.224744
583	1199.789623
584	1199.366063
585	1198.907941
586	1198.485337
587	1198.078385
588	1197.687008
589	1197.224879
590	1196.774554
591	1196.334286
592	1196.00381
593	1195.671726
594	1195.301585
595	1194.940563
596	1194.568228
597	1194.169076
598	1193.812226
599	1193.482849
600	1193.152642
601	1192.728282
602	1192.402016
603	1191.985372
604	1191.692151
605	1191.268054
606	1190.839292
607	1190.508217
608	1190.152911
609	1189.804202
610	1189.415572
611	1189.083843
612	1188.702476
613	1188.299747
614	1187.887408
615	1187.505397
616	1187.166381
617	1186.74339
618	1186.404591
619	1186.080474
620	1185.685623
621	1185.311821
622	1184.939671
623	1184.562473
624	1184.189695
625	1183.887187
626	1183.487993
627	1183.117427
628	1182.736761
629	1182.336915
630	1182.030106
631	1181.653212
632	1181.296224
633	1180.928303
634	1180.541379
635	1180.158041
636	1179.776798
637	1179.428736
638	1179.069678
639	1178.722387
640	1178.381826
641	1177.997021
642	1177.639325
643	1177.315848
644	1176.964308
645	1176.616631
646	1176.247694
647	1175.853872
648	1175.544122
649	1175.196532
650	1174.843234
651	1174.516597
652	1174.183652
653	1173.860822
654	1173.567651
655	1173.292545
656	1172.991296
657	1172.664028
658	1172.431621
659	1172.129609
660	1171.793129
661	1171.485279
662	1171.197859
663	1170.891522
664	1170.613048
665	1170.313956
666	1169.985516
667	1169.656944
668	1169.334649
669	1168.978324
670	1168.630957
671	1168.358466
672	1168.017819
673	1167.729474
674	1167.373218
675	1167.158983
676	1166.849614
677	1166.49804
678	1166.174518
679	1165.824214
680	1165.52214
681	1165.166837
682	1164.837843
683	1164.535822
684	1164.238903
685	1163.911646
686	1163.592889
687	1163.320038
688	1163.028951
689	1162.748736
690	1162.430654
691	1162.093145
692	1161.830416
693	1161.505221
694	1161.188331
695	1160.92401
696	1160.648781
697	1160.310795
698	1159.972414
699	1159.63103
700	1159.372168
701	1159.064157
702	1158.835066
703	1158.513033
704	1158.220372
705	1157.999635
706	1157.67152
707	1157.39152
708	1157.105801
709	1156.840951
710	1156.560985
711	1156.263005
712	1155.997252
713	1155.685545
714	1155.359469
715	1155.134243
716	1154.843632
717	1154.561924
718	1154.309389
719	1154.00649
720	1153.698914
721	1153.446289
722	1153.117285
723	1152.851833
724	1152.587254
725	1152.274859
726	1152.005852
727	1151.739499
728	1151.439998
729	1151.171735
730	1150.877012
731	1150.580652
732	1150.305974
733	1150.018476
734	1149.767901
735	1149.531633
736	1149.237288
737	1148.953557
738	1148.71698
739	1148.414936
740	1148.159882
741	1147.914769
742	1147.646569
743	1147.361826
744	1147.089329
745	1146.802447
746	1146.543091
747	1146.301468
748	1146.023057
749	1145.755292
750	1145.474354
751	1145.216836
752	1145.108467
753	1144.881798
754	1144.649257
755	1144.371766
756	1144.168441
757	1143.907788
758	1143.685159
759	1143.476462
760	1143.195951
761	1142.98847
762	1142.718995
763	1142.450928
764	1142.187967
765	1141.988665
766	1141.704861
767	1141.443991
768	1141.230777
769	1140.997322
770	1140.72433
771	1140.493688
772	1140.244427
773	1140.033079
774	1139.802167
775	1139.515519
776	1139.254287
777	1139.008243
778	1138.752344
779	1138.524921
780	1138.317866
781	1138.050531
782	1137.825274
783	1137.565904
784	1137.336364
785	1137.074767
786	1136.861462
787	1136.62057
788	1136.408015
789	1136.149059
790	1135.871649
791	1135.621258
792	1135.407557
793	1135.153773
794	1134.901843
795	1134.682256
796	1134.457741
797	1134.280744
798	1134.038846
799	1133.816268
800	1133.576636
801	1133.312292
802	1133.077744
803	1132.832129
804	1132.582836
805	1132.416737
806	1132.190921
807	1131.969348
808	1131.759185
809	1131.525307
810	1131.280142
811	1131.040322
812	1130.83401
813	1130.599731
814	1130.363327
815	1130.136765
816	1129.92402
817	1129.697098
818	1129.451043
819	1129.25837
820	1129.026145
821	1128.798089
822	1128.584221
823	1128.330904
824	1128.122342
825	1127.895217
826	1127.673976
827	1127.466672
828	1127.240553
829	1127.028171
830	1126.799687
831	1126.607308
832	1126.418675
833	1126.188695
834	1125.983404
835	1125.806603
836	1125.599759
837	1125.357072
838	1125.144195
839	1124.935032
840	1124.701884
841	1124.482487
842	1124.287539
843	1124.107434
844	1123.909931
845	1123.689424
846	1123.513251
847	1123.269169
848	1123.12717
849	1122.926577
850	1122.763526
851	1122.560131
852	1122.327905
853	1122.113312
854	1121.946682
855	1121.768494
856	1121.54689
857	1121.318698
858	1121.139324
859	1120.96694
860	1120.75067
861	1120.544512
862	1120.334059
863	1120.109049
864	1119.904162
865	1119.763715
866	1119.552324
867	1119.342546
868	1119.108916
869	1118.916454
870	1118.745744
871	1118.525823
872	1118.326974
873	1118.155332
874	1118.006607
875	1117.871183
876	1117.667221
877	1117.456356
878	1117.235893
879	1117.03904
880	1116.849176
881	1116.663496
882	1116.46034
883	1116.249473
884	1116.071349
885	1115.861554
886	1115.648721
887	1115.48277
888	1115.319958
889	1115.122156
890	1114.971608
891	1114.79308
892	1114.580584
893	1114.343061
894	1114.162045
895	1113.962203
896	1113.779709
897	1113.54729
898	1113.37074
899	1113.165529
900	1112.992269
901	1112.857555
902	1112.651159
903	1112.491641
904	1112.300115
905	1112.114587
906	1111.931013
907	1111.762205
908	1111.607961
909	1111.379792
910	1111.217846
911	1111.075658
912	1110.887659
913	1110.693103
914	1110.491153
915	1110.330411
916	1110.111073
917	1109.945657
918	1109.746407
919	1109.57443
920	1109.402201
921	1109.223834
922	1109.0492
923	1108.878633
924	1108.676769
925	1108.466345
926	1108.289029
927	1108.111276
928	1107.960094
929	1107.758393
930	1107.575909
931	1107.444709
932	1107.306702
933	1107.161474
934	1106.984153
935	1106.792322
936	1106.675397
937	1106.518983
938	1106.331467
939	1106.138383
940	1105.964325
941	1105.820564
942	1105.636047
943	1105.501387
944	1105.356018
945	1105.211654
946	1105.068762
947	1104.912746
948	1104.792843
949	1104.620381
950	1104.47334
951	1104.299605
952	1104.161382
953	1104.004406
954	1103.836216
955	1103.672584
956	1103.53952
957	1103.376591
958	1103.228987
959	1103.052244
960	1102.879458
961	1102.75895
962	1102.613377
963	1102.433591
964	1102.301735
965	1102.15233
966	1102.027349
967	1101.869282
968	1101.674475
969	1101.550007
970	1101.436969
971	1101.279296
972	1101.100657
973	1100.948143
974	1100.766902
975	1100.63832
976	1100.475771
977	1100.350953
978	1100.210361
979	1100.057178
980	1099.893335
981	1099.753967
982	1099.601418
983	1099.427188
984	1099.281931
985	1099.157718
986	1099.027482
987	1098.832743
988	1098.716758
989	1098.582057
990	1098.407752
991	1098.281574
992	1098.110177
993	1097.92612
994	1097.790806
995	1097.623015
996	1097.471957
997	1097.317764
998	1097.133135
999	1096.97418
1000	1096.807933
1001	1096.675758
1002	1096.525535
1003	1096.357112
1004	1096.20428
1005	1096.05029
1006	1095.927341
1007	1095.810585
1008	1095.701893
1009	1095.543563
1010	1095.360076
1011	1095.216699
1012	1095.07917
1013	1094.936301
1014	1094.772529
1015	1094.613895
1016	1094.51874
1017	1094.381119
1018	1094.258374
1019	1094.135522
1020	1093.983846
1021	1093.811539
1022	1093.633546
1023	1093.475609
1024	1093.318145
1025	1093.159295
1026	1093.018553
1027	1092.892322
1028	1092.795461
1029	1092.607208
1030	1092.483059
1031	1092.365776
1032	1092.20885
1033	1092.099576
1034	1091.942447
1035	1091.824108
1036	1091.693139
1037	1091.599192
1038	1091.454351
1039	1091.405907
1040	1091.260563
1041	1091.116532
1042	1090.991889
1043	1090.83626
1044	1090.709399
1045	1090.557741
1046	1090.433331
1047	1090.272469
1048	1090.136175
1049	1089.977559
1050	1089.865977
1051	1089.734335
1052	1089.584564
1053	1089.483186
1054	1089.378851
1055	1089.23179
1056	1089.086739
1057	1088.965095
1058	1088.815752
1059	1088.631299
1060	1088.52944
1061	1088.387119
1062	1088.267207
1063	1088.181148
1064	1088.131341
1065	1088.001912
1066	1087.857834
1067	1087.726218
1068	1087.592939
1069	1087.434096
1070	1087.312009
1071	1087.167011
1072	1087.024012
1073	1086.874605
1074	1086.706524
1075	1086.601967
1076	1086.461318
1077	1086.323929
1078	1086.174966
1079	1086.0662
1080	1085.934991
1081	1085.822576
1082	1085.706922
1083	1085.596762
1084	1085.524885
1085	1085.448587
1086	1085.290176
1087	1085.133734
1088	1085.011088
1089	1084.904316
1090	1084.74067
1091	1084.618443
1092	1084.447088
1093	1084.337837
1094	1084.233459
1095	1084.08103
1096	1083.962043
1097	1083.817156
1098	1083.689626
1099	1083.565689
1100	1083.460074
1101	1083.333956
1102	1083.215527
1103	1083.060275
1104	1082.908347
1105	1082.787366
1106	1082.656015
1107	1082.500401
1108	1082.360461
1109	1082.241627
1110	1082.113427
1111	1082.012901
1112	1081.897372
1113	1081.783543
1114	1081.664331
1115	1081.523604
1116	1081.431548
1117	1081.319023
1118	1081.199746
1119	1081.108346
1120	1081.031344
1121	1080.916228
1122	1080.784311
1123	1080.689885
1124	1080.5844
1125	1080.511125
1126	1080.356886
1127	1080.264692
1128	1080.12937
1129	1079.999707
1130	1079.865527
1131	1079.771566
1132	1079.678127
1133	1079.568604
1134	1079.467529
1135	1079.336226
1136	1079.264227
1137	1079.175014
1138	1079.074251
1139	1079.036835
1140	1078.957968
1141	1078.867966
1142	1078.75571
1143	1078.626264
1144	1078.509257
1145	1078.355626
1146	1078.231765
1147	1078.075023
1148	1077.956868
1149	1077.834896
1150	1077.702866
1151	1077.630301
1152	1077.53298
1153	1077.409527
1154	1077.276391
1155	1077.181178
1156	1077.039525
1157	1076.950546
1158	1076.829319
1159	1076.701346
1160	1076.594606
1161	1076.470193
1162	1076.354668
1163	1076.27194
1164	1076.186106
1165	1076.06395
1166	1075.941917
1167	1075.834076
1168	1075.753359
1169	1075.645462
1170	1075.569707
1171	1075.45038
1172	1075.351618
1173	1075.230867
1174	1075.132787
1175	1075.028584
1176	1074.901619
1177	1074.789042
1178	1074.674089
1179	1074.582384
1180	1074.404886
1181	1074.327962
1182	1074.208668
1183	1074.086372
1184	1073.973766
1185	1073.846555
1186	1073.770953
1187	1073.650069
1188	1073.553695
1189	1073.438768
1190	1073.316841
1191	1073.22021
1192	1073.121486
1193	1073.042094
1194	1072.931332
1195	1072.865634
1196	1072.746828
1197	1072.682563
1198	1072.66053
1199	1072.598511
1200	1072.501909
1201	1072.390447
1202	1072.297228
1203	1072.193187
1204	1072.112449
1205	1071.989657
1206	1071.837817
1207	1071.716223
1208	1071.596071
1209	1071.437468
1210	1071.354281
1211	1071.287862
1212	1071.142671
1213	1071.022464
1214	1070.915841
1215	1070.78247
1216	1070.686462
1217	1070.575549
1218	1070.459458
1219	1070.356313
1220	1070.278968
1221	1070.189867
1222	1070.078962
1223	1069.969304
1224	1069.830174
1225	1069.737075
1226	1069.648223
1227	1069.535526
1228	1069.455953
1229	1069.340277
1230	1069.214842
1231	1069.070539
1232	1068.986827
1233	1068.893266
1234	1068.801604
1235	1068.704191
1236	1068.622924
1237	1068.5111
1238	1068.453427
1239	1068.366029
1240	1068.291936
1241	1068.174128
1242	1068.08509
1243	1067.975553
1244	1067.886986
1245	1067.812345
1246	1067.682181
1247	1067.583236
1248	1067.46543
1249	1067.34847
1250	1067.25807
1251	1067.167863
1252	1067.083614
1253	1066.951307
1254	1066.872396
1255	1066.750262
1256	1066.635989
1257	1066.535896
1258	1066.42215
1259	1066.31727
1260	1066.20082
1261	1066.100477
1262	1066.02727
1263	1065.92688
1264	1065.837326
1265	1065.708224
1266	1065.600599
1267	1065.492577
1268	1065.37386
1269	1065.295568
1270	1065.222899
1271	1065.149374
1272	1065.041239
1273	1064.911023
1274	1064.817957
1275	1064.727367
1276	1064.642112
1277	1064.567112
1278	1064.479734
1279	1064.401918
1280	1064.324772
1281	1064.243218
1282	1064.165009
1283	1064.080344
1284	1063.998039
1285	1063.940689
1286	1063.861657
1287	1063.77276
1288	1063.698079
1289	1063.603356
1290	1063.486277
1291	1063.399359
1292	1063.337689
1293	1063.242567
1294	1063.118163
1295	1063.008776
1296	1062.917171
1297	1062.842723
1298	1062.760641
1299	1062.684535
1300	1062.587016
1301	1062.508056
1302	1062.406597
1303	1062.264561
1304	1062.166418
1305	1062.077563
1306	1061.971301
1307	1061.883674
1308	1061.800789
1309	1061.726973
1310	1061.621431
1311	1061.567105
1312	1061.513641
1313	1061.44377
1314	1061.350144
1315	1061.274861
1316	1061.197491
1317	1061.070875
1318	1060.983321
1319	1060.901966
1320	1060.81234
1321	1060.72975
1322	1060.602916
1323	1060.515567
1324	1060.436304
1325	1060.419662
1326	1060.314471
1327	1060.234387
1328	1060.161803
1329	1060.094377
1330	1060.0047
1331	1059.908166
1332	1059.789308
1333	1059.679864
1334	1059.546
1335	1059.471869
1336	1059.403985
1337	1059.332549
1338	1059.254352
1339	1059.164457
1340	1059.081294
1341	1058.99304
1342	1058.910542
1343	1058.816489
1344	1058.76787
1345	1058.705889
1346	1058.59313
1347	1058.517785
1348	1058.424835
1349	1058.31086
1350	1058.239046
1351	1058.139039
1352	1058.05019
1353	1057.982851
1354	1057.905385
1355	1057.804776
1356	1057.7179
1357	1057.609038
1358	1057.553771
1359	1057.497824
1360	1057.433137
1361	1057.314848
1362	1057.200272
1363	1057.13066
1364	1056.969645
1365	1056.888981
1366	1056.812157
1367	1056.730206
1368	1056.625285
1369	1056.532917
1370	1056.47051
1371	1056.385139
1372	1056.275044
1373	1056.147888
1374	1056.03941
1375	1055.950019
1376	1055.867159
1377	1055.795347
1378	1055.675904
1379	1055.589853
1380	1055.522941
1381	1055.433644
1382	1055.332415
1383	1055.273769
1384	1055.224047
1385	1055.137986
1386	1055.074439
1387	1054.980567
1388	1054.896079
1389	1054.83427
1390	1054.732528
1391	1054.617229
1392	1054.48611
1393	1054.387971
1394	1054.300362
1395	1054.189935
1396	1054.101998
1397	1054.021952
1398	1053.954213
1399	1053.873576
1400	1053.79261
1401	1053.716986
1402	1053.643981
1403	1053.546105
1404	1053.441042
1405	1053.389775
1406	1053.318933
1407	1053.266323
1408	1053.154126
1409	1053.127603
1410	1053.067424
1411	1052.995244
1412	1052.900773
1413	1052.832371
1414	1052.763654
1415	1052.668947
1416	1052.602745
1417	1052.542428
1418	1052.459773
1419	1052.390207
1420	1052.325222
1421	1052.212804
1422	1052.112276
1423	1052.048206
1424	1051.946337
1425	1051.847432
1426	1051.78152
1427	1051.7104
1428	1051.632034
1429	1051.55178
1430	1051.474003
1431	1051.365341
1432	1051.259619
1433	1051.191569
1434	1051.116218
1435	1051.07417
1436	1050.976617
1437	1050.857747
1438	1050.801378
1439	1050.77868
1440	1050.681493
1441	1050.625557
1442	1050.54726
1443	1050.478784
1444	1050.441457
1445	1050.362615
1446	1050.294292
1447	1050.211525
1448	1050.119844
1449	1050.060496
1450	1049.96917
1451	1049.915652
1452	1049.845313
1453	1049.760915
1454	1049.688897
1455	1049.61449
1456	1049.510242
1457	1049.444818
1458	1049.3905
1459	1049.324922
1460	1049.23454
1461	1049.149306
1462	1049.107707
1463	1049.028233
1464	1048.961455
1465	1048.875872
1466	1048.787268
1467	1048.756747
1468	1048.711214
1469	1048.647177
1470	1048.576043
1471	1048.532539
1472	1048.414058
1473	1048.363931
1474	1048.286692
1475	1048.190183
1476	1048.114601
1477	1048.081191
1478	1047.992675
1479	1047.940109
1480	1047.86072
1481	1047.768719
1482	1047.70381
1483	1047.633897
1484	1047.556971
1485	1047.52269
1486	1047.451335
1487	1047.386164
1488	1047.325166
1489	1047.267907
1490	1047.229878
1491	1047.163117
1492	1047.106638
1493	1047.048691
1494	1046.982654
1495	1046.939917
1496	1046.855016
1497	1046.780691
1498	1046.702426
1499	1046.650362
1500	1046.599648
1501	1046.53561
1502	1046.489936
1503	1046.415231
1504	1046.315827
1505	1046.236198
1506	1046.158733
1507	1046.079681
1508	1046.037724
1509	1045.97326
1510	1045.906426
1511	1045.81254
1512	1045.670029
1513	1045.566904
1514	1045.529271
1515	1045.414026
1516	1045.373707
1517	1045.298992
1518	1045.20516
1519	1045.131403
1520	1045.066665
1521	1045.032809
1522	1044.922438
1523	1044.808395
1524	1044.740944
1525	1044.688907
1526	1044.604724
1527	1044.529972
1528	1044.471166
1529	1044.369597
1530	1044.314803
1531	1044.240598
1532	1044.171005
1533	1044.050247
1534	1043.991476
1535	1043.946939
1536	1043.904249
1537	1043.806858
1538	1043.724371
1539	1043.652444
1540	1043.53035
1541	1043.498616
1542	1043.398286
1543	1043.327481
1544	1043.243323
1545	1043.194866
1546	1043.126272
1547	1043.062884
1548	1042.968825
1549	1042.886443
1550	1042.816791
1551	1042.765462
1552	1042.701702
1553	1042.629855
1554	1042.587239
1555	1042.518937
1556	1042.462108
1557	1042.397741
1558	1042.314359
1559	1042.274019
1560	1042.194101
1561	1042.120777
1562	1042.01548
1563	1041.935611
1564	1041.881889
1565	1041.809017
1566	1041.761966
1567	1041.696048
1568	1041.631288
1569	1041.553412
1570	1041.476716
1571	1041.416544
1572	1041.333988
1573	1041.259162
1574	1041.179181
1575	1041.118952
1576	1041.047667
1577	1040.985963
1578	1040.892338
1579	1040.831653
1580	1040.726829
1581	1040.617816
1582	1040.554322
1583	1040.461999
1584	1040.398587
1585	1040.352076
1586	1040.293172
1587	1040.221043
1588	1040.162311
1589	1040.091185
1590	1040.039564
1591	1039.98235
1592	1039.897743
1593	1039.810204
1594	1039.70802
1595	1039.671903
1596	1039.570941
1597	1039.560695
1598	1039.487593
1599	1039.444707
1600	1039.368862
1601	1039.297704
1602	1039.200197
1603	1039.143838
1604	1038.998858
1605	1038.920536
1606	1038.876608
1607	1038.824181
1608	1038.767529
1609	1038.697444
1610	1038.616939
1611	1038.540349
1612	1038.501262
1613	1038.468398
1614	1038.357721
1615	1038.276059
1616	1038.226294
1617	1038.165256
1618	1038.090539
1619	1038.046527
1620	1037.964674
1621	1037.930563
1622	1037.918883
1623	1037.840173
1624	1037.785071
1625	1037.712659
1626	1037.667756
1627	1037.597298
1628	1037.527227
1629	1037.475295
1630	1037.403539
1631	1037.312749
1632	1037.185213
1633	1037.127282
1634	1037.062031
1635	1037.034234
1636	1036.956915
1637	1036.866632
1638	1036.78364
1639	1036.729133
1640	1036.678803
1641	1036.621075
1642	1036.570582
1643	1036.527742
1644	1036.492967
1645	1036.43511
1646	1036.362759
1647	1036.30298
1648	1036.230583
1649	1036.15233
1650	1036.075756
1651	1036.033625
1652	1035.936872
1653	1035.893317
1654	1035.856173
1655	1035.802127
1656	1035.726212
1657	1035.684042
1658	1035.621233
1659	1035.557759
1660	1035.548514
1661	1035.402654
1662	1035.316964
1663	1035.216321
